ibge_id,uf,name,capital,lon,lat,no_accents,alternative_names,microregion,mesoregion
4211207,SC,Morro da Fumaça,,-49.2132565084,-28.654787843,Morro da Fumaca,,Criciúma,Sul Catarinense
4211256,SC,Morro Grande,,-49.7187999838,-28.7997195367,Morro Grande,,Araranguá,Sul Catarinense
4211306,SC,Navegantes,,-48.6491829025,-26.8974391193,Navegantes,,Itajaí,Vale do Itajaí
4211405,SC,Nova Erechim,,-52.9112866654,-26.9012733981,Nova Erechim,,Chapecó,Oeste Catarinense
4211454,SC,Nova Itaberaba,,-52.8112440549,-26.9428898836,Nova Itaberaba,,Chapecó,Oeste Catarinense
4211504,SC,Nova Trento,,-48.9257954329,-27.2877711668,Nova Trento,,Tijucas,Grande Florianópolis
4211603,SC,Nova Veneza,,-49.5031235817,-28.6382326023,Nova Veneza,,Criciúma,Sul Catarinense
4211652,SC,Novo Horizonte,,-52.8340333905,-26.4461719902,Novo Horizonte,,Chapecó,Oeste Catarinense
4211702,SC,Orleans,,-49.2914262911,-28.3604689663,Orleans,,Tubarão,Sul Catarinense
4211751,SC,Otacílio Costa,,-50.1123146891,-27.503846175,Otacilio Costa,,Campos de Lages,Serrana
4211801,SC,Ouro,,-51.6205621782,-27.3424881724,Ouro,,Joaçaba,Oeste Catarinense
4211850,SC,Ouro Verde,,-52.3100192014,-26.6959944196,Ouro Verde,,Xanxerê,Oeste Catarinense
4211876,SC,Paial,,-52.5010887493,-27.2551577941,Paial,,Concórdia,Oeste Catarinense
4211892,SC,Painel,,-50.113009741,-27.9145181854,Painel,,Campos de Lages,Serrana
4211900,SC,Palhoça,,-48.6702879187,-27.6470436837,Palhoca,,Florianópolis,Grande Florianópolis
4212007,SC,Palma Sola,,-53.2799772512,-26.3465081338,Palma Sola,,São Miguel D'oeste,Oeste Catarinense
4212056,SC,Palmeira,,-50.1590014056,-27.5822620705,Palmeira,,Campos de Lages,Serrana
4212106,SC,Palmitos,,-53.1622672929,-27.0702505492,Palmitos,,Chapecó,Oeste Catarinense
4212205,SC,Papanduva,,-50.1632041973,-26.3939830708,Papanduva,,Canoinhas,Norte Catarinense
4212239,SC,Paraíso,,-53.6753141317,-26.6152629708,Paraiso,,São Miguel D'oeste,Oeste Catarinense
4212254,SC,Passo de Torres,,-49.7251452725,-29.3234599051,Passo de Torres,,Araranguá,Sul Catarinense
4212270,SC,Passos Maia,,-52.0617238004,-26.7808891472,Passos Maia,,Xanxerê,Oeste Catarinense
4212304,SC,Paulo Lopes,,-48.6814954136,-27.9498162326,Paulo Lopes,,Florianópolis,Grande Florianópolis
4212403,SC,Pedras Grandes,,-49.1864875474,-28.4372176497,Pedras Grandes,,Tubarão,Sul Catarinense
4212502,SC,Penha,,-48.6475729113,-26.7688610927,Penha,,Itajaí,Vale do Itajaí
4212601,SC,Peritiba,,-51.9098146671,-27.3773092815,Peritiba,,Concórdia,Oeste Catarinense
4212700,SC,Petrolândia,,-49.6948686231,-27.528126833,Petrolandia,,Ituporanga,Vale do Itajaí
4212809,SC,Balneário Piçarras,,-48.675051354,-26.7691705385,Balneario Picarras,,Itajaí,Vale do Itajaí
4212908,SC,Pinhalzinho,,-52.9822532451,-26.8488143342,Pinhalzinho,,Chapecó,Oeste Catarinense
4213005,SC,Pinheiro Preto,,-51.2305364835,-27.0451346161,Pinheiro Preto,,Joaçaba,Oeste Catarinense
4213104,SC,Piratuba,,-51.7586498276,-27.4159535517,Piratuba,,Concórdia,Oeste Catarinense
4213153,SC,Planalto Alegre,,-52.8673520308,-27.0694597761,Planalto Alegre,,Chapecó,Oeste Catarinense
4213203,SC,Pomerode,,-49.1741975274,-26.7448263965,Pomerode,,Blumenau,Vale do Itajaí
4213302,SC,Ponte Alta,,-50.3771006508,-27.4677840728,Ponte Alta,,Curitibanos,Serrana
4213351,SC,Ponte Alta do Norte,,-50.4654042678,-27.1690291829,Ponte Alta do Norte,,Curitibanos,Serrana
4213401,SC,Ponte Serrada,,-52.0145375125,-26.8749128276,Ponte Serrada,,Xanxerê,Oeste Catarinense
4213500,SC,Porto Belo,,-48.6027567396,-27.1494662097,Porto Belo,,Itajaí,Vale do Itajaí
4213609,SC,Porto União,,-51.0816046336,-26.2300048981,Porto Uniao,,Canoinhas,Norte Catarinense
4213708,SC,Pouso Redondo,,-49.9556521355,-27.2510862782,Pouso Redondo,,Rio do Sul,Vale do Itajaí
4213807,SC,Praia Grande,,-49.9605919763,-29.1957763636,Praia Grande,,Araranguá,Sul Catarinense
4213906,SC,Presidente Castello Branco,,-51.8113755382,-27.2199421946,Presidente Castello Branco,,Concórdia,Oeste Catarinense
4214003,SC,Presidente Getúlio,,-49.6220861691,-27.0414082411,Presidente Getulio,,Rio do Sul,Vale do Itajaí
4214102,SC,Presidente Nereu,,-49.4032927711,-27.2873292141,Presidente Nereu,,Rio do Sul,Vale do Itajaí
4214151,SC,Princesa,,-53.5981058756,-26.4443352068,Princesa,,São Miguel D'oeste,Oeste Catarinense
4214201,SC,Quilombo,,-52.7276095701,-26.7400555498,Quilombo,,Chapecó,Oeste Catarinense
4214300,SC,Rancho Queimado,,-49.00843238,-27.6772088641,Rancho Queimado,,Tabuleiro,Grande Florianópolis
4214409,SC,Rio das Antas,,-51.0760199432,-26.8970674359,Rio das Antas,,Joaçaba,Oeste Catarinense
4214508,SC,Rio do Campo,,-50.139588913,-26.9423084311,Rio do Campo,,Rio do Sul,Vale do Itajaí
4214607,SC,Rio do Oeste,,-49.8028622167,-27.191166518,Rio do Oeste,,Rio do Sul,Vale do Itajaí
4214706,SC,Rio dos Cedros,,-49.2723794436,-26.7491298162,Rio dos Cedros,,Blumenau,Vale do Itajaí
4214805,SC,Rio do Sul,,-49.6432375291,-27.2179032254,Rio do Sul,,Rio do Sul,Vale do Itajaí
4214904,SC,Rio Fortuna,,-49.1050938026,-28.1325913886,Rio Fortuna,,Tubarão,Sul Catarinense
4215000,SC,Rio Negrinho,,-49.5172950756,-26.2553250279,Rio Negrinho,,São Bento do Sul,Norte Catarinense
4215059,SC,Rio Rufino,,-49.7775918043,-27.8632354792,Rio Rufino,,Campos de Lages,Serrana
4215075,SC,Riqueza,,-53.3252862115,-27.0675941646,Riqueza,,São Miguel D'oeste,Oeste Catarinense
4215109,SC,Rodeio,,-49.3047072335,-26.9435016684,Rodeio,,Blumenau,Vale do Itajaí
4215208,SC,Romelândia,,-53.3201584,-26.6794635631,Romelandia,,São Miguel D'oeste,Oeste Catarinense
4215307,SC,Salete,,-50.0017307311,-26.9752443334,Salete,,Rio do Sul,Vale do Itajaí
4215356,SC,Saltinho,,-53.0586312489,-26.6085589196,Saltinho,,Chapecó,Oeste Catarinense
4215406,SC,Salto Veloso,,-51.405208078,-26.9031646077,Salto Veloso,,Joaçaba,Oeste Catarinense
4215455,SC,Sangão,,-49.1340298642,-28.6332229229,Sangao,,Tubarão,Sul Catarinense
4215505,SC,Santa Cecília,,-50.4229016203,-26.9569007446,Santa Cecilia,,Curitibanos,Serrana
4215554,SC,Santa Helena,,-53.6199878739,-26.9398439236,Santa Helena,,São Miguel D'oeste,Oeste Catarinense
4215604,SC,Santa Rosa de Lima,,-49.1250913029,-28.0356055728,Santa Rosa de Lima,,Tubarão,Sul Catarinense
4215653,SC,Santa Rosa do Sul,,-49.7176263736,-29.1352882186,Santa Rosa do Sul,,Araranguá,Sul Catarinense
4215679,SC,Santa Terezinha,,-50.0055291871,-26.780982354,Santa Terezinha,,Canoinhas,Norte Catarinense
4215687,SC,Santa Terezinha do Progresso,,-53.1998469617,-26.6197755739,Santa Terezinha do Progresso,,Chapecó,Oeste Catarinense
4215695,SC,Santiago do Sul,,-52.6759494793,-26.6348090909,Santiago do Sul,,Chapecó,Oeste Catarinense
4215703,SC,Santo Amaro da Imperatriz,,-48.7802399214,-27.6897477585,Santo Amaro da Imperatriz,,Florianópolis,Grande Florianópolis
4215752,SC,São Bernardino,,-52.9655387397,-26.4732782463,Sao Bernardino,,Chapecó,Oeste Catarinense
4215802,SC,São Bento do Sul,,-49.3869788951,-26.2494854185,Sao Bento do Sul,,São Bento do Sul,Norte Catarinense
4215901,SC,São Bonifácio,,-48.9293119586,-27.8964966985,Sao Bonifacio,,Tabuleiro,Grande Florianópolis
4216008,SC,São Carlos,,-53.0173942733,-27.0786350779,Sao Carlos,,Chapecó,Oeste Catarinense
4216057,SC,São Cristovão do Sul,,-50.4346289331,-27.2829466734,Sao Cristovao do Sul,,Curitibanos,Serrana
4216107,SC,São Domingos,,-52.5372274685,-26.5578303695,Sao Domingos,,Xanxerê,Oeste Catarinense
4216206,SC,São Francisco do Sul,,-48.6375707582,-26.2440178842,Sao Francisco do Sul,,Joinville,Norte Catarinense
4216255,SC,São João do Oeste,,-53.5959666797,-27.0974826254,Sao Joao do Oeste,,São Miguel D'oeste,Oeste Catarinense
4216305,SC,São João Batista,,-48.8570042802,-27.2958805567,Sao Joao Batista,,Tijucas,Grande Florianópolis
4216354,SC,São João do Itaperiú,,-48.7677653868,-26.6174540463,Sao Joao do Itaperiu,,Itajaí,Vale do Itajaí
4216404,SC,São João do Sul,,-49.8065713857,-29.2234797912,Sao Joao do Sul,,Araranguá,Sul Catarinense
4216503,SC,São Joaquim,,-49.9367417605,-28.2947124992,Sao Joaquim,,Campos de Lages,Serrana
4216602,SC,São José,,-48.6160227159,-27.5903120772,Sao Jose,,Florianópolis,Grande Florianópolis
4216701,SC,São José do Cedro,,-53.5001241069,-26.4560602968,Sao Jose do Cedro,,São Miguel D'oeste,Oeste Catarinense
4216800,SC,São José do Cerrito,,-50.5813861763,-27.6685865188,Sao Jose do Cerrito,,Campos de Lages,Serrana
4216909,SC,São Lourenço do Oeste,,-52.851333667,-26.3551901646,Sao Lourenco do Oeste,,Chapecó,Oeste Catarinense
4217006,SC,São Ludgero,,-49.1756843247,-28.3268955251,Sao Ludgero,,Tubarão,Sul Catarinense
4217105,SC,São Martinho,,-48.977786248,-28.1644952896,Sao Martinho,,Tubarão,Sul Catarinense
4217154,SC,São Miguel da Boa Vista,,-53.2545563767,-26.6944751453,Sao Miguel da Boa Vista,,Chapecó,Oeste Catarinense
4217204,SC,São Miguel do Oeste,,-53.5188394062,-26.7264271767,Sao Miguel do Oeste,,São Miguel D'oeste,Oeste Catarinense
4217253,SC,São Pedro de Alcântara,,-48.7876695873,-27.5671700934,Sao Pedro de Alcantara,,Florianópolis,Grande Florianópolis
4217303,SC,Saudades,,-52.9955697273,-26.919756951,Saudades,,Chapecó,Oeste Catarinense
4217402,SC,Schroeder,,-49.0732596915,-26.4209759126,Schroeder,,Joinville,Norte Catarinense
4217501,SC,Seara,,-52.302854828,-27.1456976229,Seara,,Concórdia,Oeste Catarinense
4217550,SC,Serra Alta,,-53.0462763415,-26.7247733741,Serra Alta,,Chapecó,Oeste Catarinense
4217600,SC,Siderópolis,,-49.420540933,-28.5951024182,Sideropolis,,Criciúma,Sul Catarinense
4217709,SC,Sombrio,,-49.6342103641,-29.1091327568,Sombrio,,Araranguá,Sul Catarinense
4217758,SC,Sul Brasil,,-52.9642047957,-26.7369362097,Sul Brasil,,Chapecó,Oeste Catarinense
4217808,SC,Taió,,-50.0050964643,-27.1179373002,Taio,,Rio do Sul,Vale do Itajaí
4217907,SC,Tangará,,-51.2459143753,-27.1010111042,Tangara,,Joaçaba,Oeste Catarinense
4217956,SC,Tigrinhos,,-53.1575419839,-26.6894748378,Tigrinhos,,Chapecó,Oeste Catarinense
4218004,SC,Tijucas,,-48.6320705639,-27.2394536072,Tijucas,,Tijucas,Grande Florianópolis
4218103,SC,Timbé do Sul,,-49.8441177628,-28.8325174935,Timbe do Sul,,Araranguá,Sul Catarinense
4218202,SC,Timbó,,-49.2777122898,-26.822902575,Timbo,,Blumenau,Vale do Itajaí
4218251,SC,Timbó Grande,,-50.6746741365,-26.617828491,Timbo Grande,,Canoinhas,Norte Catarinense
4218301,SC,Três Barras,,-50.305419368,-26.1140963368,Tres Barras,,Canoinhas,Norte Catarinense
4218350,SC,Treviso,,-49.4559333789,-28.5184848579,Treviso,,Criciúma,Sul Catarinense
4218400,SC,Treze de Maio,,-49.1448153072,-28.5581400375,Treze de Maio,,Tubarão,Sul Catarinense
4218509,SC,Treze Tílias,,-51.4146746651,-26.9985363059,Treze Tilias,,Joaçaba,Oeste Catarinense
4218608,SC,Trombudo Central,,-49.7924782341,-27.3030195291,Trombudo Central,,Rio do Sul,Vale do Itajaí
4218707,SC,Tubarão,,-49.005268077,-28.4800339479,Tubarao,,Tubarão,Sul Catarinense
4218756,SC,Tunápolis,,-53.641459736,-26.9722235915,Tunapolis,,São Miguel D'oeste,Oeste Catarinense
4218806,SC,Turvo,,-49.6808657451,-28.9247492174,Turvo,,Araranguá,Sul Catarinense
4218855,SC,União do Oeste,,-52.8514964564,-26.7617370137,Uniao do Oeste,,Chapecó,Oeste Catarinense
4218905,SC,Urubici,,-49.5882056111,-28.004554912,Urubici,,Campos de Lages,Serrana
4218954,SC,Urupema,,-49.8732112424,-27.9526858098,Urupema,,Campos de Lages,Serrana
4219002,SC,Urussanga,,-49.3191079186,-28.5199662039,Urussanga,,Criciúma,Sul Catarinense
4219101,SC,Vargeão,,-52.1541056501,-26.8639833174,Vargeao,,Xanxerê,Oeste Catarinense
4219150,SC,Vargem,,-50.9781506257,-27.4899701004,Vargem,,Curitibanos,Serrana
4219176,SC,Vargem Bonita,,-51.7447401814,-27.0032416045,Vargem Bonita,,Joaçaba,Oeste Catarinense
4219200,SC,Vidal Ramos,,-49.3682191726,-27.3957786987,Vidal Ramos,,Ituporanga,Vale do Itajaí
4219309,SC,Videira,,-51.1517052828,-27.006129068,Videira,,Joaçaba,Oeste Catarinense
4219358,SC,Vitor Meireles,,-49.830751961,-26.8815776186,Vitor Meireles,,Rio do Sul,Vale do Itajaí
4219408,SC,Witmarsum,,-49.8042033754,-26.9267427234,Witmarsum,,Rio do Sul,Vale do Itajaí
4219507,SC,Xanxerê,,-52.404667139,-26.8745844992,Xanxere,,Xanxerê,Oeste Catarinense
4219606,SC,Xavantina,,-52.3428505099,-27.0702501471,Xavantina,,Concórdia,Oeste Catarinense
4219705,SC,Xaxim,,-52.5349325183,-26.9637194992,Xaxim,,Xanxerê,Oeste Catarinense
4219853,SC,Zortéa,,-51.5495663068,-27.4502514117,Zortea,,Curitibanos,Serrana
4300034,RS,Aceguá,,-54.1647315364,-31.8640153043,Acegua,,Campanha Meridional,Sudoeste Rio-Grandense
4300059,RS,Água Santa,,-52.0346327892,-28.1750547485,Agua Santa,,Passo Fundo,Noroeste Rio-Grandense
4300109,RS,Agudo,,-53.2586916877,-29.6456633632,Agudo,,Restinga Seca,Centro Ocidental Rio-Grandense
4300208,RS,Ajuricaba,,-53.77281889,-28.2377290067,Ajuricaba,,Ijuí,Noroeste Rio-Grandense
4300307,RS,Alecrim,,-54.7670962217,-27.6610744578,Alecrim,,Santa Rosa,Noroeste Rio-Grandense
4300406,RS,Alegrete,,-55.7958701453,-29.7820432091,Alegrete,,Campanha Ocidental,Sudoeste Rio-Grandense
4300455,RS,Alegria,,-54.0573664131,-27.8372999564,Alegria,,Ijuí,Noroeste Rio-Grandense
4300471,RS,Almirante Tamandaré do Sul,,-52.9137145497,-28.113726287,Almirante Tamandare do Sul,,Carazinho,Noroeste Rio-Grandense
4300505,RS,Alpestre,,-53.0373660486,-27.2487687567,Alpestre,,Frederico Westphalen,Noroeste Rio-Grandense
4300554,RS,Alto Alegre,,-52.9907552807,-28.7747455371,Alto Alegre,,Cruz Alta,Noroeste Rio-Grandense
4300570,RS,Alto Feliz,,-51.3158156678,-29.3901391668,Alto Feliz,,Montenegro,Metropolitana de Porto Alegre
4300604,RS,Alvorada,,-51.0777294542,-29.9974930647,Alvorada,,Porto Alegre,Metropolitana de Porto Alegre
4300638,RS,Amaral Ferrador,,-52.251270397,-30.8751476012,Amaral Ferrador,,Serras do Sudeste,Sudeste Rio-Grandense
4300646,RS,Ametista do Sul,,-53.192177262,-27.3564254738,Ametista do Sul,,Frederico Westphalen,Noroeste Rio-Grandense
4300661,RS,André da Rocha,,-51.5737379712,-28.6319772029,Andre da Rocha,,Guaporé,Nordeste Rio-Grandense
4300703,RS,Anta Gorda,,-52.0158234394,-28.9708843631,Anta Gorda,,Guaporé,Nordeste Rio-Grandense
4300802,RS,Antônio Prado,,-51.2835769243,-28.8554376246,Antonio Prado,,Caxias do Sul,Nordeste Rio-Grandense
4300851,RS,Arambaré,,-51.5013182506,-30.90934555,Arambare,,Camaquã,Metropolitana de Porto Alegre
4300877,RS,Araricá,,-50.9256766147,-29.6172435929,Ararica,,Porto Alegre,Metropolitana de Porto Alegre
4300901,RS,Aratiba,,-52.3038319548,-27.3944441289,Aratiba,,Erechim,Noroeste Rio-Grandense
4301008,RS,Arroio do Meio,,-51.9474494916,-29.3988907191,Arroio do Meio,,Lajeado-Estrela,Centro Oriental Rio-Grandense
4301057,RS,Arroio do Sal,,-49.932957518,-29.592960744,Arroio do Sal,,Osório,Metropolitana de Porto Alegre
4301073,RS,Arroio do Padre,,-52.4333015044,-31.4406439931,Arroio do Padre,,Pelotas,Sudeste Rio-Grandense
4301107,RS,Arroio dos Ratos,,-51.7338068665,-30.0900131147,Arroio dos Ratos,,São Jerônimo,Metropolitana de Porto Alegre
4301206,RS,Arroio do Tigre,,-53.0863955672,-29.3358596133,Arroio do Tigre,,Santa Cruz do Sul,Centro Oriental Rio-Grandense
4301305,RS,Arroio Grande,,-53.0822483482,-32.2363441257,Arroio Grande,,Jaguarão,Sudeste Rio-Grandense
4301404,RS,Arvorezinha,,-52.1795119395,-28.8730493916,Arvorezinha,,Guaporé,Nordeste Rio-Grandense
4301503,RS,Augusto Pestana,,-53.9894700807,-28.5133519891,Augusto Pestana,,Ijuí,Noroeste Rio-Grandense
4301552,RS,Áurea,,-52.0541756691,-27.6937866504,Aurea,,Erechim,Noroeste Rio-Grandense
4301602,RS,Bagé,,-54.1070832852,-31.3305018415,Bage,,Campanha Meridional,Sudoeste Rio-Grandense
4301636,RS,Balneário Pinhal,,-50.2367010761,-30.239750927,Balneario Pinhal,,Osório,Metropolitana de Porto Alegre
4301651,RS,Barão,,-51.4975376809,-29.3808640678,Barao,,Montenegro,Metropolitana de Porto Alegre
4301701,RS,Barão de Cotegipe,,-52.377750325,-27.6170925671,Barao de Cotegipe,,Erechim,Noroeste Rio-Grandense
4301750,RS,Barão do Triunfo,,-51.7376694748,-30.3904838547,Barao do Triunfo,,São Jerônimo,Metropolitana de Porto Alegre
4301800,RS,Barracão,,-51.4601514584,-27.6802298714,Barracao,,Sananduva,Noroeste Rio-Grandense
4301859,RS,Barra do Guarita,,-53.7144126933,-27.1880699615,Barra do Guarita,,Três Passos,Noroeste Rio-Grandense
4301875,RS,Barra do Quaraí,,-57.5570603248,-30.2110754079,Barra do Quarai,,Campanha Ocidental,Sudoeste Rio-Grandense
4301909,RS,Barra do Ribeiro,,-51.3008736006,-30.2926754999,Barra do Ribeiro,,Camaquã,Metropolitana de Porto Alegre
4301925,RS,Barra do Rio Azul,,-52.4141049465,-27.4087577155,Barra do Rio Azul,,Erechim,Noroeste Rio-Grandense
4301958,RS,Barra Funda,,-53.0362966696,-27.9238258452,Barra Funda,,Carazinho,Noroeste Rio-Grandense
4302006,RS,Barros Cassal,,-52.5877521245,-29.0877043607,Barros Cassal,,Soledade,Noroeste Rio-Grandense
4302055,RS,Benjamin Constant do Sul,,-52.6022250047,-27.5085835627,Benjamin Constant do Sul,,Erechim,Noroeste Rio-Grandense
4302105,RS,Bento Gonçalves,,-51.5155603063,-29.1674019332,Bento Goncalves,,Caxias do Sul,Nordeste Rio-Grandense
4302154,RS,Boa Vista das Missões,,-53.3127563938,-27.666111035,Boa Vista das Missoes,,Carazinho,Noroeste Rio-Grandense
4302204,RS,Boa Vista do Buricá,,-54.1094812553,-27.6715669968,Boa Vista do Burica,,Três Passos,Noroeste Rio-Grandense
4302220,RS,Boa Vista do Cadeado,,-53.8137346351,-28.5774344755,Boa Vista do Cadeado,,Ijuí,Noroeste Rio-Grandense
4302238,RS,Boa Vista do Incra,,-53.3887049606,-28.818488034,Boa Vista do Incra,,Cruz Alta,Noroeste Rio-Grandense
4302253,RS,Boa Vista do Sul,,-51.6772718371,-29.3501193715,Boa Vista do Sul,,Caxias do Sul,Nordeste Rio-Grandense
4302303,RS,Bom Jesus,,-50.43334927,-28.6705776756,Bom Jesus,,Vacaria,Nordeste Rio-Grandense
4302352,RS,Bom Princípio,,-51.3555190974,-29.4944851149,Bom Principio,,Montenegro,Metropolitana de Porto Alegre
4302378,RS,Bom Progresso,,-53.8667908856,-27.5467742042,Bom Progresso,,Três Passos,Noroeste Rio-Grandense
4302402,RS,Bom Retiro do Sul,,-51.943846766,-29.6074226199,Bom Retiro do Sul,,Lajeado-Estrela,Centro Oriental Rio-Grandense
4302451,RS,Boqueirão do Leão,,-52.4280502645,-29.3051579179,Boqueirao do Leao,,Lajeado-Estrela,Centro Oriental Rio-Grandense
4302501,RS,Bossoroca,,-54.9098109253,-28.7307243302,Bossoroca,,Santo Ângelo,Noroeste Rio-Grandense
4302584,RS,Bozano,,-53.7724021388,-28.3662899402,Bozano,,Ijuí,Noroeste Rio-Grandense
4302600,RS,Braga,,-53.7443293821,-27.6191925075,Braga,,Três Passos,Noroeste Rio-Grandense
4302659,RS,Brochier,,-51.5889159717,-29.5555279556,Brochier,,Montenegro,Metropolitana de Porto Alegre
4302709,RS,Butiá,,-51.9614829532,-30.1161440126,Butia,,São Jerônimo,Metropolitana de Porto Alegre
4302808,RS,Caçapava do Sul,,-53.48756892,-30.5147432341,Cacapava do Sul,,Serras do Sudeste,Sudeste Rio-Grandense
4302907,RS,Cacequi,,-54.8277276903,-29.8802876605,Cacequi,,Santa Maria,Centro Ocidental Rio-Grandense
4303004,RS,Cachoeira do Sul,,-52.8934125585,-30.0458199797,Cachoeira do Sul,,Cachoeira do Sul,Centro Oriental Rio-Grandense
4303103,RS,Cachoeirinha,,-51.0936769543,-29.9506294443,Cachoeirinha,,Porto Alegre,Metropolitana de Porto Alegre
4303202,RS,Cacique Doble,,-51.6641134498,-27.768232466,Cacique Doble,,Sananduva,Noroeste Rio-Grandense
4303301,RS,Caibaté,,-54.6378867042,-28.2910748192,Caibate,,Cerro Largo,Noroeste Rio-Grandense
4303400,RS,Caiçara,,-53.4318954851,-27.2809406646,Caicara,,Frederico Westphalen,Noroeste Rio-Grandense
4303509,RS,Camaquã,,-51.8146009062,-30.8507043893,Camaqua,,Camaquã,Metropolitana de Porto Alegre
4303558,RS,Camargo,,-52.2037989733,-28.5892375315,Camargo,,Passo Fundo,Noroeste Rio-Grandense
4303608,RS,Cambará do Sul,,-50.1437653843,-29.0481752734,Cambara do Sul,,Vacaria,Nordeste Rio-Grandense
4303673,RS,Campestre da Serra,,-51.0956640048,-28.7965122469,Campestre da Serra,,Vacaria,Nordeste Rio-Grandense
4303707,RS,Campina das Missões,,-54.8453289508,-27.9916900284,Campina das Missoes,,Cerro Largo,Noroeste Rio-Grandense
4303806,RS,Campinas do Sul,,-52.6331044778,-27.7116014161,Campinas do Sul,,Erechim,Noroeste Rio-Grandense
4303905,RS,Campo Bom,,-51.0588699243,-29.6756850971,Campo Bom,,Porto Alegre,Metropolitana de Porto Alegre
4304002,RS,Campo Novo,,-53.8028138687,-27.6744926102,Campo Novo,,Três Passos,Noroeste Rio-Grandense
4304101,RS,Campos Borges,,-52.9989147332,-28.8921317673,Campos Borges,,Cruz Alta,Noroeste Rio-Grandense
4304200,RS,Candelária,,-52.7896684388,-29.671285416,Candelaria,,Santa Cruz do Sul,Centro Oriental Rio-Grandense
4304309,RS,Cândido Godói,,-54.7528340429,-27.9513180681,Candido Godoi,,Santa Rosa,Noroeste Rio-Grandense
4304358,RS,Candiota,,-53.6778046425,-31.5610097236,Candiota,,Serras do Sudeste,Sudeste Rio-Grandense
4304408,RS,Canela,,-50.8148673494,-29.3579718504,Canela,,Gramado-Canela,Metropolitana de Porto Alegre
4304507,RS,Canguçu,,-52.6762858321,-31.3938595243,Cangucu,,Pelotas,Sudeste Rio-Grandense
4304606,RS,Canoas,,-51.1810297807,-29.9186967065,Canoas,,Porto Alegre,Metropolitana de Porto Alegre
4304614,RS,Canudos do Vale,,-52.2323826172,-29.3235252963,Canudos do Vale,,Lajeado-Estrela,Centro Oriental Rio-Grandense
4304622,RS,Capão Bonito do Sul,,-51.3951584627,-28.1259752949,Capao Bonito do Sul,,Vacaria,Nordeste Rio-Grandense
4304630,RS,Capão da Canoa,,-50.0200224443,-29.7614666401,Capao da Canoa,,Osório,Metropolitana de Porto Alegre
4304655,RS,Capão do Cipó,,-54.554699,-28.9316275196,Capao do Cipo,,Santiago,Centro Ocidental Rio-Grandense
4304663,RS,Capão do Leão,,-52.4870075721,-31.7668386566,Capao do Leao,,Pelotas,Sudeste Rio-Grandense
4304671,RS,Capivari do Sul,,-50.5088079341,-30.1496596629,Capivari do Sul,,Osório,Metropolitana de Porto Alegre
4304689,RS,Capela de Santana,,-51.3217693454,-29.701944852,Capela de Santana,,Montenegro,Metropolitana de Porto Alegre
4304697,RS,Capitão,,-51.9859688456,-29.2694996086,Capitao,,Lajeado-Estrela,Centro Oriental Rio-Grandense
4304705,RS,Carazinho,,-52.7918973881,-28.2865105909,Carazinho,,Carazinho,Noroeste Rio-Grandense
4304713,RS,Caraá,,-50.4357564296,-29.7786374562,Caraa,,Osório,Metropolitana de Porto Alegre
4304804,RS,Carlos Barbosa,,-51.50381763,-29.2982968059,Carlos Barbosa,,Caxias do Sul,Nordeste Rio-Grandense
4304853,RS,Carlos Gomes,,-51.9175762299,-27.7148920751,Carlos Gomes,,Erechim,Noroeste Rio-Grandense
4304903,RS,Casca,,-51.9832326574,-28.5598740168,Casca,,Passo Fundo,Noroeste Rio-Grandense
4304952,RS,Caseiros,,-51.6926828223,-28.2735654703,Caseiros,,Passo Fundo,Noroeste Rio-Grandense
4305009,RS,Catuípe,,-54.0123868477,-28.2542344725,Catuipe,,Santo Ângelo,Noroeste Rio-Grandense
4305108,RS,Caxias do Sul,,-51.1788602059,-29.1668990111,Caxias do Sul,,Caxias do Sul,Nordeste Rio-Grandense
4305116,RS,Centenário,,-52.0020538458,-27.7628471304,Centenario,,Erechim,Noroeste Rio-Grandense
4305124,RS,Cerrito,,-52.8148023323,-31.8526391268,Cerrito,,Pelotas,Sudeste Rio-Grandense
4305132,RS,Cerro Branco,,-52.9419778017,-29.6562871949,Cerro Branco,,Cachoeira do Sul,Centro Oriental Rio-Grandense
4305157,RS,Cerro Grande,,-53.1659130765,-27.6079801347,Cerro Grande,,Carazinho,Noroeste Rio-Grandense
4305173,RS,Cerro Grande do Sul,,-51.7531032652,-30.602028929,Cerro Grande do Sul,,Camaquã,Metropolitana de Porto Alegre
4305207,RS,Cerro Largo,,-54.7399972399,-28.147840877,Cerro Largo,,Cerro Largo,Noroeste Rio-Grandense
4305306,RS,Chapada,,-53.0672769044,-28.0584504612,Chapada,,Carazinho,Noroeste Rio-Grandense
4305355,RS,Charqueadas,,-51.6250060522,-29.956800363,Charqueadas,,São Jerônimo,Metropolitana de Porto Alegre
4305371,RS,Charrua,,-52.0294119535,-27.9528311011,Charrua,,Passo Fundo,Noroeste Rio-Grandense
4305405,RS,Chiapetta,,-53.9457497024,-27.917364754,Chiapetta,,Ijuí,Noroeste Rio-Grandense
4305439,RS,Chuí,,-53.4626751417,-33.6875668687,Chui,,Litoral Lagunar,Sudeste Rio-Grandense
4305447,RS,Chuvisca,,-51.9785422226,-30.7574267112,Chuvisca,,Camaquã,Metropolitana de Porto Alegre
4305454,RS,Cidreira,,-50.2090923339,-30.1811699862,Cidreira,,Osório,Metropolitana de Porto Alegre
